"","file","reference","doi_url","key_facts_paragraph"
"36","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/journal.pcbi.1009791.pdf","Ong J, Soh S, Ho SH, Seah A, Dickens BS, Tan KW, et al. (2022) Fine-scale estimation of effective reproduction numbers for dengue surveillance. PLoS Comput Biol 18(1): e1009791.","https://doi.org/10.1371/journal.pcbi.1009791","The effective reproduction number Rt is an epidemiological quantity that provides an instantaneous measure of transmission potential of an infectious disease. This study demonstrates the utility of Rt for real-time dengue surveillance using nationally representative, geo-located dengue case data from Singapore over 2010–2020. We estimated Rt by modifying methods from Bayesian (EpiEstim) and filtering (EpiFilter) approaches at both national and local levels. Model assessment showed that both methods achieved satisfactory performance at the national level, but disparities were significant at finer spatial scales when case counts were low. Impervious surfaces and vegetation with structure dominated by human management (without tree canopy) were positively associated with increased transmission intensity, while vegetation with tree canopy was associated with lower dengue transmission intensity. Dengue outbreaks were preceded by sustained periods of high transmissibility, indicating that Rt can be a useful tool for detecting large rises in dengue cases. Real-time estimation of Rt can assist public health agencies in identifying high transmission risk areas. The study utilized daily reports of dengue infections aggregated by date of onset from the Ministry of Health, Singapore, and spatial data from satellite imagery to assess environmental factors influencing dengue transmission. The effective reproduction number is defined as the expected number of new infections caused by an infectious individual over its infectious period in a population composed of both susceptible and non-susceptible individuals. At the national level, Rt estimates ranged between 0.45 and 1.82 using EpiEstim and 0.54 and 2.91 using EpiFilter, indicating that dengue in Singapore fluctuated between controlled and growing outbreak phases. The geographic distribution of dengue cases showed that the eastern regions of Singapore had the highest cumulative case burden, with the EpiFilter method providing more reliable estimates of effective reproduction numbers during periods of low case counts. The study found that lagged reported dengue case counts and sporadic case counts were associated with the estimated Rt, with increases in dengue cases leading to a rise in Rt up to 6 days later. The LASSO framework was used to identify temporal drivers of the estimated national Rt, revealing that climate factors had no residual relationship with dengue transmissibility once disease case counts were controlled for."
"37","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/journal.pone.0245220.pdf","Gaw LY-F, Richards DR (2021) Development of spontaneous vegetation on reclaimed land in Singapore measured by NDVI. PLoS ONE 16(1): e0245220. https://doi.org/10.1371/journal.pone.0245220","https://doi.org/10.1371/journal.pone.0245220","Urbanisation in Asia, particularly in Singapore, has led to significant ecological impacts. Singapore aims to be a 'City in Nature', balancing urban growth with greenery. The study investigates spontaneous vegetation on reclaimed land, which is typically left to stabilize before urban development. The research utilizes the normalized difference vegetation index (NDVI) to track vegetation maturity on reclaimed land using LANDSAT images from 1988 to 2015. The median NDVI in Singapore increased from 0.47 to 0.62 during this period, while the land area grew by 71 km2. Five reclaimed sites were analyzed, showing varying vegetation covers from 6% to 43% by 2015. On average, spontaneous vegetation takes about 16.9 years to reach a maturity level of 0.7 NDVI, indicating a quadratic growth trajectory. The study highlights that patches of spontaneous vegetation on reclaimed land may not persist indefinitely due to future development plans. However, during their existence, these patches can enhance urban greenery, support biodiversity, and provide ecosystem services. The research emphasizes the importance of understanding vegetation development rates on reclaimed land to inform urban planning. It suggests that spontaneous vegetation can be a cost-effective means of enhancing urban green spaces."
"38","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/juab020.pdf","Lim, M., & Xenarios, S. (2021). Economic assessment of urban space and blue-green infrastructure in Singapore. Journal of Urban Ecology, 5(1), 1–11. https://doi.org/10.1093/jue/juab020","https://doi.org/10.1093/jue/juab020","The urban conglomeration has accentuated the role of urban greenery as a determinant factor for sustainable living, especially in highly dense cities. Singapore has consistently attempted to develop and rehabilitate urban greenery by aligning green space policy with the pursuit of better life quality. This study assesses the benefits arising from the rehabilitated Bishan-Ang Mo Kio (AMK) Park and its effects on economic welfare. Initially constructed in the late 1970s as a drainage area, Bishan-AMK Park underwent a pilot project in 2012 to create a blue-green infrastructure (BGI) space for drainage, flood prevention, and recreational improvement. The benefits of BGI are often underestimated, prompting this evaluation of selected services related to recreational, socio-cultural, and tourism-related values. The findings indicate that the benefits from the selected services could range from US$100 million to US$220 million annually, with a mean value of US$160 million, significantly contributing to human well-being. This assessment can raise awareness among residents and local authorities about the contribution of urban greenery to livelihoods and economic development. The concept of urban green infrastructure emerged in the UK during the late 19th century, focusing on health-related concerns in polluted urban centers. Singapore adopted a similar approach post-independence, launching the Garden City program in 1967 to enhance living conditions through green spaces. Urban greenery in Singapore plays a crucial role in mitigating high population densities and ensuring a quality living environment. Approximately 56% of Singapore's land area is covered by vegetation, with 27% actively managed as parks and gardens. The Sustainable Blueprint of Singapore emphasizes the expansion of green spaces and the creation of park connectors. The National Park Board (NParks) is responsible for maintaining urban parks and ensuring that green spaces are accessible to residents. The rehabilitation of parks like Bishan-AMK Park is essential for achieving the Park Provision Ratio (PPR) target of 0.8 ha/1000 population by 2030. The park serves as a case study for integrating BGI into urban planning. The BGI approach aims to enhance environmental services and provide recreational opportunities. The Bishan-AMK Park project increased the carrying capacity for flood prevention by 40% and improved biodiversity, hosting over 60 species of wildflowers and various fauna. The park attracts approximately 4 million visitors annually, offering free access and various recreational facilities. The main activities include exercising, relaxing, and socializing, with a significant portion of visitors residing within walking distance. The study employs environmental economics methods to evaluate the economic benefits of selected ecosystem services. The opportunity cost approach is used to estimate the averted costs associated with recreational and health-related services provided by the park. The total estimated value for the selected services ranges from US$159 million to US$220 million annually, with significant contributions from recreational activities, mental health benefits, and foreign tourism. The findings highlight the importance of urban parks in enhancing mental health and well-being, with evidence suggesting that access to green spaces can alleviate anxiety and stress. Despite the major gains from urban green spaces, there is limited literature on the economic benefits for park users and society. This study aims to provide insights into the economic value of urban greenery in densely populated areas. The research underscores the need for strong evidence to support investments in BGI programs to improve access to green spaces in urban environments like Singapore. The study concludes that urban greenery significantly contributes to human welfare and emphasizes the importance of continued investment in green infrastructure. The datasets assessed during this study are available upon request, and the authors declare no conflict of interest."
"39","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/s00267-017-0924-2.pdf","Richards, D. R., & Friess, D. A. (2017). Characterizing Coastal Ecosystem Service Trade-offs with Future Urban Development in a Tropical City. Environmental Management, 60(5), 961-973. https://doi.org/10.1007/s00267-017-0924-2","https://doi.org/10.1007/s00267-017-0924-2","This study investigates the trade-offs between urban development and mangrove ecosystem services in Singapore, highlighting the need for understanding how urbanization impacts coastal biodiversity and ecosystem service provision. The research quantifies various environmental indicators, including carbon storage, charcoal production, support for fisheries, recreation, and habitat quality for threatened species, using field-based, remote sensing, and expert survey methods. The analysis reveals that four out of five environmental indicators are insensitive to urban development until a certain threshold is reached, after which degradation accelerates. The study employs Pareto frontiers to assess trade-offs, indicating that some urban development can occur with minimal loss of ecosystem services, particularly when development is strategically planned. Singapore's mangrove forests, which cover less than 1% of the land area, still provide significant ecosystem services, including carbon storage and recreational opportunities, despite ongoing urbanization. The research emphasizes the importance of integrating ecosystem services into land use planning to balance development and conservation efforts in urban settings. The findings suggest that urban ecosystems can maintain high levels of conflicting benefits, making it easier to find acceptable compromises in land use planning. The study identifies that trade-offs between urbanization and ecosystem services can vary from sensitive to insensitive, with implications for future urban planning and management. The optimization approach used in this study helps identify Pareto optimal solutions for managing urban development while preserving environmental benefits. The research highlights the role of stakeholder engagement in decision-making processes related to coastal management and urban development. The study concludes that careful planning can allow for the coexistence of urban development and the provision of essential ecosystem services. The analysis of trade-offs indicates that maximizing carbon storage and recreational accessibility can be achieved simultaneously with urban development. The research underscores the need for a holistic approach to coastal management that considers multiple ecosystem services and their interactions. The study provides a framework for assessing trade-offs that can inform policymakers and stakeholders in Singapore and similar urban coastal environments. The results indicate that urban development scenarios can be designed to provide multiple benefits from coastal areas, enhancing the resilience of urban ecosystems. The research contributes to the understanding of how urbanization affects coastal ecosystems, particularly in tropical regions where such studies are limited. The study's findings are relevant for developing integrated coastal zone management strategies that prioritize both development and conservation. The research emphasizes the importance of maintaining connectivity between mangrove patches to support biodiversity and ecosystem service provision. The study suggests that the trade-offs identified can help shape future urban planning decisions to protect biodiversity and enhance urban livability. The research highlights the potential for using ecosystem service tools to facilitate stakeholder engagement and informed decision-making in coastal management."
"40","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/s10668-021-02071-y.pdf","Jaung, W., Carrasco, L. R., Richards, D. R., Ahmad Shaikh, S. F. E., & Tan, P. Y. (2023). The role of urban nature experiences in sustainable consumption: a transboundary urban ecosystem service. Environment, Development and Sustainability, 25, 601–621. https://doi.org/10.1007/s10668-021-02071-y","https://doi.org/10.1007/s10668-021-02071-y","Urban nature is essential for sustainable urban development, promoting pro-environmental behavior that can reduce individual consumption and ecological footprints. However, empirical evidence linking urban nature to pro-environmental behavior is limited. This study applies the value-belief-norm theory to examine the relationship between urban nature experiences and environmental values among 1,500 Singaporean residents. Findings indicate that learning in urban nature positively affects biospheric values and personal norms. These values and norms lead to increased support for sustainable products, such as certified timber and organic products, and boycotting non-sustainable items. Relational values also play a significant role in these impacts. The research highlights urban nature as a transboundary ecosystem service, suggesting that experiences in one region can contribute to reducing ecological footprints in other areas. The study emphasizes the importance of encouraging pro-environmental behavior through urban nature experiences, which can foster sustainable consumption practices among urban residents. The methodology involved an online survey conducted in Singapore, focusing on demographic characteristics to ensure a representative sample. Structural equation modeling was used to analyze the data. Results showed that learning in urban nature significantly influences biospheric values, which in turn affect personal norms and pro-environmental behaviors, such as purchasing sustainable products and volunteering for nature. The findings suggest that urban nature experiences can activate personal norms, leading to increased support for sustainable consumption, thereby contributing to global environmental benefits. Relational values were found to positively impact personal norms, indicating their importance in the value-belief-norm framework and suggesting a need for integrating these values into urban nature management. The study concludes that urban nature experiences can serve as a nature-based approach to promote sustainable consumption, with implications for policy and urban planning aimed at reducing ecological footprints."
"41","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/s10745-014-9709-x.pdf","Khew, J. Y. T., Yokohari, M., & Tanaka, T. (2014). Public Perceptions of Nature and Landscape Preference in Singapore. Hum Ecol, 42(6), 979–988. https://doi.org/10.1007/s10745-014-9709-x","https://doi.org/10.1007/s10745-014-9709-x","Urbanization has transformed urban areas into sites for biodiversity conservation, necessitating public acceptance of naturalistic habitats in Singapore, where only 0.16% of primary vegetation remains. Despite a greening movement, landscape preferences lean towards manicured areas, which have replaced native habitats. The study quantifies public perception of nature and landscape choices in Singapore, revealing a preference for manicured landscapes despite a general inclination towards nature conservation. Aesthetic factors, particularly visual hues, significantly influence landscape choices. Public acceptance is crucial for biodiversity conservation policies. The study highlights the need for urban planners to consider public perceptions of nature and landscape types to enhance biodiversity in urban settings. Research indicates that individuals' perceptions of nature are linked to their responsibility towards conservation. Higher scores in nature preservation correlate with a greater commitment to conservation efforts. The study identifies six dimensions of nature perception, including experiential, scientific understanding, emotional connection, and utilitarian perspectives, which influence landscape preferences. Findings suggest that aesthetic preferences for manicured landscapes may hinder biodiversity conservation efforts, as these landscapes generally support lower biodiversity compared to naturalistic habitats. The research methodology involved a questionnaire distributed to Singaporean residents, assessing demographic factors and landscape preferences through pictorial aids and Likert scale questions. Results showed a significant preference for preservation of nature, with respondents favoring manicured landscapes over more naturalistic options, indicating a potential disconnect between conservation intentions and actual landscape choices. Interviews with experts and survey respondents revealed that aesthetic qualities drive landscape preferences, with many viewing manicured landscapes as integral to nature. The study concludes that while there is a tendency towards nature preservation, this does not translate into a preference for landscapes that support biodiversity, highlighting a need for public education on ecological values."
"42","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/s11252-016-0592-7.pdf","Friess, D. A. (2017). Singapore as a long-term case study for tropical urban ecosystem services. Urban Ecosystems, 20(2), 277-291. https://doi.org/10.1007/s11252-016-0592-7","https://doi.org/10.1007/s11252-016-0592-7","Ecosystem services have gained rapid interest for understanding urban-environment interactions. This study assesses the wealth of urban ecosystem services research conducted in Singapore, focusing on their historical local use and incorporation into land use planning. Singapore has experienced rapid urban development and has a 100% urban population. The nation has historically utilized ecosystem services in urban decision making long before the concept was popularized, conserving forests since 1868 for climatic regulation. Urban ecosystem services were formally incorporated into national planning in the 1960s through the 'Garden City' vision. Singapore is now a leading case study for tropical urban climatology and carbon sequestration. The influence of urban development on the global environment is significant, with urban areas considered key contributors to climate change. This paper highlights Singapore's role in exporting its experiences globally through bilateral agreements and eco-city constructions. The review focuses on the historical use of ecosystem services in Singapore, contemporary research on urban ecosystem services, and the export of knowledge gained in Singapore to other cities. Singapore's urban planning has integrated ecosystem services for almost 150 years, with a recent emphasis on urban ecology and ecosystem services research since 2000. The paper discusses the historical context of ecosystem services in Singapore, including the transition from agricultural development to urbanization post-Independence in 1965. In 2007, only 1.57% of Singapore remained covered by natural habitats, leading to significant biodiversity loss. The Garden City vision aimed to transform Singapore into a clean environment with abundant greenery. The provision of managed green spaces has been intrinsic to Singapore's urban planning, with a focus on increasing cultural, watershed protection, and microclimate regulation ecosystem services. Freshwater provision is critical in Singapore due to varying rainfall patterns linked to climatic drivers. The country is ranked as one of the most water-stressed countries globally. Agricultural reliance on provisioning ecosystem services has declined significantly since the post-Independence period, with only 661 ha used for agricultural purposes today. Singapore's coastal and marine ecosystems provide fish provisioning services, though their contribution to local food security has decreased over time. Watershed protection services have been utilized in land use planning since the pre-Independence period, with forest buffers around reservoirs recognized for controlling runoff and reducing pollutants. The Urban Heat Island effect in Singapore highlights the importance of green spaces in regulating urban temperatures. Studies show that urban temperatures are significantly higher than those in surrounding green spaces. Carbon sequestration and storage in urban vegetation are key ecosystem services in Singapore, with ongoing research and national-scale vegetation carbon accounting projects. Cultural ecosystem services have influenced Singapore's urban development, with parks and open spaces created to enhance urban liveability and health. Future urban development in Singapore is expected to continue, with strategic plans addressing land use conflicts and the need for increased green space provision. Singapore's planning frameworks explicitly incorporate urban ecosystem services, with targets for increasing green roofs and park provision ratios by 2030. The City Biodiversity Index is being trialed in Singapore to evaluate urban biodiversity and ecosystem services, promoting the integration of ecosystem services into urban decision making. The experience gained in Singapore serves as a model for other tropical cities facing similar urbanization challenges, maximizing ecosystem service potential for sustainable urban development."
"43","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/s11252-021-01126-2.pdf","Fung TK, Richards DR, Leong RAT, Ghosh S, Tan CWJ, Drillet Z, Leong KL, Edwards PJ. Litter decomposition and infiltration capacities in soils of different tropical urban land covers. Urban Ecosystems. 2022;25:21–34. https://doi.org/10.1007/s11252-021-01126-2","https://doi.org/10.1007/s11252-021-01126-2","Healthy soil ecosystems are crucial for urban sustainability, providing essential ecosystem services such as flood regulation, nutrient cycling, and carbon sequestration. This study investigates soils beneath five types of urban land cover in Singapore: secondary forest, managed grass, shrubs, trees, and trees with shrubs. The study quantified the capacity of these soils to support litter decomposition and infiltration using a standardized tea bag method and a double ring infiltrometer. Soil samples were collected from 120 sites and analyzed for various properties including pH, soil organic matter content, and nutrient levels. Results indicated that forest sites had significantly higher leaf litter cover and canopy leaf area index compared to other land cover types. Rates of litter decomposition and infiltration were highest in secondary forest and lowest in grass. Litter decomposition rates were positively related to soil invertebrate activity, leaf litter cover, and soil nitrogen content, while infiltration rates were negatively related to soil bulk density. To optimize soil ecosystem services in tropical cities, it is recommended that city managers protect remaining forest fragments, allow natural succession, plant multi-layered vegetation, and restore urban soil by improving nutrients and reducing bulk density."
"44","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/s13071-020-04554-9.pdf","Sun H, Dickens BL, Richards D, Ong J, Rajarethinam J, Hassim ME, Lim JT, Carrasco LR, Aik J, Yap G, Cook AR, Ng LC. Spatio-temporal analysis of the main dengue vector populations in Singapore. Parasites Vectors. 2021;14:41.","https://doi.org/10.1186/s13071-020-04554-9","Dengue fever is a rapidly emerging vector-borne disease mainly transmitted by Aedes aegypti and Aedes albopictus, causing an estimated 390 million infections per year worldwide. Despite the licensure of the world’s first dengue vaccine, successful vector control remains critical to reducing dengue virus transmission. This study utilized a high-resolution longitudinal dataset from Singapore’s Gravitrap surveillance system over a 2-year period to explain the spatio-temporal dynamics of Aedes mosquitoes in relation to environmental and anthropogenic variables. A Bayesian hierarchical model was built to assess these dynamics. The results indicated that building age and nearby managed vegetation cover had a significant positive association with Aedes abundance, with building age being the strongest predictor. A nonlinear effect of weekly maximum temperature on Aedes abundance was also observed. The findings suggest prioritizing public residential estates with older buildings and more nearby managed vegetation for vector control inspections and community advocacy to reduce Aedes mosquito abundance and dengue transmission risk. The study collected Aedes mosquito data fortnightly from 552 sites, creating a 300-m buffer around each block to derive zonal statistics for environmental and anthropogenic variables. The data included temperature, humidity, and land cover information. The analysis revealed substantial heterogeneity in Aedes abundance across different sites, with some sites showing significantly higher mosquito catches than others. The mean catch per trap per week varied greatly, indicating the need for targeted vector control efforts. The Bayesian spatio-temporal model showed that the inclusion of weather variables did not significantly improve the out-of-sample forecast accuracy compared to a simpler model with autoregressive terms, suggesting limited impact of weather on Aedes abundance in Singapore. The study highlights the importance of consistent and longitudinal measurement of Aedes abundance to inform effective vector control strategies, particularly in urban settings where environmental factors can significantly influence mosquito populations. The research contributes to understanding the ecology of dengue vectors in Singapore and provides empirical evidence to guide future vector control strategies, emphasizing the need for tailored approaches based on local conditions. The study's limitations include the inability to account for the effects of vector control programs on observed Aedes abundance and the potential confounding effects of ongoing Aedes expansion in the area."
"45","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/s13280-015-0647-7.pdf","Thiagarajah, J., Wong, S. K. M., Richards, D. R., & Friess, D. A. (2015). Historical and contemporary cultural ecosystem service values in the rapidly urbanizing city state of Singapore. Ambio, 44(6), 666–677. https://doi.org/10.1007/s13280-015-0647-7","https://doi.org/10.1007/s13280-015-0647-7","Cultural ecosystem services are non-material benefits that people gain from nature, such as recreation, education, and cultural heritage. In Singapore, rapid urbanization since 1965 has led to a decline in natural habitats, particularly mangrove forests, which are crucial for cultural ecosystem services. This study explores changing cultural values associated with mangroves in Singapore using qualitative archival analysis, social media photographs, and surveys of the public and visitors to accessible mangroves. It highlights a shift from intrinsic values (spiritual, cultural heritage) to instrumental values (recreation, education) over time. The research indicates that cultural values associated with mangroves have changed significantly, with a notable transition from intrinsic to instrumental values as urbanization has progressed. This shift reflects the changing relationship between urban populations and their natural environments. Singapore's mangroves have historically provided a range of cultural services, with communities living in proximity to these habitats valuing them for their intrinsic benefits. However, urbanization has distanced residents from these natural areas, leading to a decline in intrinsic cultural values. The study identifies four key mangrove sites in Singapore: Sungei Buloh Wetland Reserve, Chek Jawa, Pasir Ris Park, and Berlayer Creek. Each site offers different cultural ecosystem services, influenced by their accessibility and historical context. Interviews with local residents reveal that contemporary cultural values of mangroves are primarily instrumental, focusing on recreation, ecotourism, and education. This contrasts with historical perspectives that emphasized intrinsic values such as sense of place and cultural heritage. The findings suggest that as Singapore continues to urbanize, the cultural ecosystem services provided by mangroves are increasingly viewed through an instrumental lens, which may limit recognition of their intrinsic value. The study emphasizes the importance of understanding cultural ecosystem services in urban planning and conservation efforts, advocating for a more nuanced appreciation of both intrinsic and instrumental values associated with mangroves. The research highlights the need for ecological managers to recognize the unique cultural values of different mangrove sites, as these values can inform conservation strategies and enhance community engagement with natural habitats. Overall, the study contributes to the understanding of how urbanization impacts cultural ecosystem services and underscores the importance of maintaining connections between urban populations and their natural environments."
"46","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/s13280-022-01735-x.pdf","Law, A., Carrasco, L. R., Richards, D. R., Ahmad Shaikh, S. F. E., Tan, C. L. Y., & Nghiem, L. T. P. (2022). Leave no one behind: A case of ecosystem service supply equity in Singapore. Ambio, 51, 2118–2136. https://doi.org/10.1007/s13280-022-01735-x","https://doi.org/10.1007/s13280-022-01735-x","Urban populations benefit greatly from ecosystem services provided by urban green and blue spaces. While the equity of provision and access to these spaces has been widely explored, research on equity of ecosystem service provision is relatively scant. This study aims to assess the supply equity of five regulatory ecosystem services in Singapore using household level data. The study employed linear mixed-effects models and Hot Spot Analysis to analyze the distributional equity of ecosystem services across households with various demographic characteristics. The Gini coefficient was calculated for the distribution of PM10 removal service among households categorized into demographic subgroups. Results indicated little evidence of inequitable ecosystem service provision among Singapore’s diverse socio-demographic groups. This can be attributed to early integration of environmental management strategies and socio-economic desegregation efforts into urban development plans. Ecosystem services are goods and services provided by natural landscapes that directly benefit human well-being. In urban landscapes, these services are typically provided by urban green spaces such as forests, grasslands, and waterbodies. The study focused on five distinct regulatory ecosystem services: PM10 removal rate, runoff retention rate, soil erosion reduction potential, temperature change due to vegetation, and noise abatement. The supply of these services was modeled using various spatial characteristics and climate scenarios. The results showed that the supply of PM10 removal rate ranged between 0 and 35.8 x 10–3 mg/m2 per day, temperature change ranged between 0 and -4.7 °C, runoff retention potential ranged between 5.5% and 97.4%, soil erosion reduction potential ranged between 0% and 99.9%, and noise abatement ranged between 0 and 14 dB. The study found that the distribution of regulatory ecosystem services varied slightly across the respondent sample, with modest increases in mean levels of service supply across three buffer sizes (500 m, 1000 m, 1500 m). Horizontal inequality analysis showed that the distribution of ecosystem services among different demographic groups was relatively equal, with no specific socio-demographic group being disproportionately disadvantaged or privileged. Vertical inequality was assessed using the Gini coefficient, which indicated close to perfect equality in the distribution of PM10 removal service supply across different income levels, housing types, and ethnicities. The findings suggest that Singapore's extensive efforts in increasing local urban green space provision and maintaining social harmony contribute to the relatively equitable distribution of urban regulatory ecosystem services."
"47","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/s41598-020-57864-4.pdf","Song, X. P., Richards, D. R., & Tan, P. Y. (2020). Using social media user attributes to understand human–environment interactions at urban parks. Scientific Reports, 10, 808. https://doi.org/10.1038/s41598-020-57864-4","https://doi.org/10.1038/s41598-020-57864-4","Urban parks and green spaces provide city dwellers with opportunities for outdoor recreation and contact with nature. This study utilized social media data to assess behavioral patterns among different groups of park users in tropical Singapore, analyzing 4,674 users based on their photograph locations and content on Flickr. The research involved analyzing over 250,000 photographs to identify differences in park photography between tourists and locals. Significant variations were found in the number and types of photographs taken, as well as the spatial distribution of park visits among different user groups. The study highlights the importance of understanding human-environment interactions through social media data, which offers a cost-effective alternative to traditional surveys. It emphasizes the need for a personalized approach to analyze varying behavioral patterns among diverse park users. Data extraction was performed using the Flickr API, which provided access to geo-located photographs uploaded by users from February 2004 to March 2018. The Google Cloud Vision API was employed to interpret photograph content, generating unique keywords for analysis. Hierarchical clustering was used to classify photographs into categories based on content, revealing distinct patterns in user preferences. The study identified two principal axes of user behavior: 'Landscapes–People' and 'Wildlife–City', which influenced the types of photographs captured at parks. Negative binomial regression analysis indicated that locals captured more photographs at parks compared to tourists, with a higher frequency of 'Landscapes' and 'Wildlife' photographs among local users. Spatial mapping of user visits revealed distinct patterns based on residential status and photograph content. The findings suggest that urban park management can benefit from understanding the preferences and behaviors of different user groups. The study advocates for further research to explore the implications of social media data in park planning and management. Limitations of the study include potential biases in the sampled population and the representativeness of social media users. The authors recommend integrating social media data with traditional survey methods to enhance the understanding of park usage and preferences. Future research should focus on the mechanisms behind user behavior in parks and the relationship between photograph content and human well-being. The study underscores the value of social media data in informing urban green space management. In conclusion, the research demonstrates that social media can provide valuable insights into the recreational behaviors of urban park users, highlighting the need for context-dependent approaches to understand human-nature interactions."
"48","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/s42532-019-00009-3.pdf","Liao, K.-H. (2019). The socio‑ecological practice of building blue‑green infrastructure in high‑density cities: what does the ABC Waters Program in Singapore tell us? Socio-Ecological Practice Research, 1(1), 67–81. https://doi.org/10.1007/s42532-019-00009-3","https://doi.org/10.1007/s42532-019-00009-3","Blue-green infrastructure (BGI) is a network of green spaces that provides multiple water-related ecosystem services. The Active, Beautiful, Clean (ABC) Waters Program in Singapore aims to improve the recreational value, physical appearance, and water quality of all waters in Singapore through 2030, driven by the need for water security and a higher quality of life. The ABC Waters Program, launched in 2006, involves sustainable stormwater management and waterway enhancement to enrich existing aquatic and terrestrial green spaces. It serves as a model for other high-density cities facing land scarcity, emphasizing the optimization of existing green spaces and leveraging cultural ecosystem services to engage citizens. The program exemplifies a shift from gray infrastructure to BGI in urban water management, focusing on decentralized, nature-based solutions that are multifunctional. It includes features like rain gardens and bioretention swales that serve multiple purposes, such as stormwater quality treatment and flood mitigation. The case study relies on policy documents, scholarly literature, and interviews with officials from Singapore's Public Utilities Board (PUB) to assess the program's effectiveness and identify lessons for other cities. The ABC Waters Program has completed over 30 projects as of March 2018, with more planned through 2030. The program's objectives include enhancing urban livability by integrating water into the surrounding environment, creating community spaces, and fostering a sense of stewardship toward water resources among the public. It aims to transform Singapore's waterways into aesthetically pleasing and accessible features. The technical components of the program include sustainable stormwater management and waterway enhancement, which focus on improving aesthetics and public access to rivers and canals. The program employs nature-based solutions to manage stormwater runoff and improve water quality. The Bishan-Ang Mo Kio Park is a landmark project of the ABC Waters Program, where the Kallang River was naturalized and integrated with surrounding green spaces. This project exemplifies the program's goals of enhancing biodiversity and providing recreational opportunities. The ABC Waters Program adopts a master planning approach to ensure that projects are not ad hoc and integrate with the surrounding landscape. This approach includes assessing potential sites based on criteria such as water quality improvement, community benefit, and educational opportunities. The program is driven by Singapore's quest for water security and a higher quality of life, emphasizing the importance of clean waterways for urban livability. The Four National Taps policy links water supply, stormwater management, and sewage treatment, making PUB responsible for the entire urban water management cycle. The ABC Waters Program demonstrates how high-density cities can build BGI by optimizing existing green spaces and leveraging cultural ecosystem services. It highlights the need for explicit consideration of ecosystem functions in BGI planning and design to ensure multifunctionality and sustainability."
"49","C:/Users/RichardsD/OneDrive - MWLR/Documents/GithubRepo/aicourse/Data/sgpapers/sustainability-12-02076.pdf","Drillet, Z., Fung, T.K., Leong, R.A.T., Sachidhanandam, U., Edwards, P., & Richards, D. (2020). Urban Vegetation Types are Not Perceived Equally in Providing Ecosystem Services and Disservices. Sustainability, 12(5), 2076. https://doi.org/10.3390/su12052076","https://doi.org/10.3390/su12052076","Urban vegetation is crucial for providing ecosystem services, but different types offer varying benefits and disservices. Understanding public perceptions of these services is essential for effective urban planning. An online survey of 1000 residents in Singapore was conducted to assess how they perceive various urban vegetation types, including grass, shrubs, trees, trees over shrubs, and secondary forest. The survey revealed that respondents valued ecosystem services more than disservices, with regulating services like shade and air quality being the most appreciated. Over 80% of participants recognized urban vegetation for its shading and air quality improvement capabilities. Different vegetation types were associated with distinct services, such as secondary forests linked to education and wildlife, while trees were associated with cooling and air quality. The study aimed to quantify perceptions of urban vegetation services and disservices, identify which vegetation types were most associated with these perceptions, and determine preferences for vegetation types in neighborhoods. The results indicated that regulating services were prioritized over cultural services, reflecting the environmental pressures faced in Singapore. Singapore's tropical climate, characterized by high humidity and temperatures, influences public perception of urban vegetation. The survey highlighted that regulating services were more valued due to increasing environmental challenges, such as heat stress and air pollution from forest fires. Cultural services, including aesthetics and well-being, were also valued, with initiatives like 'Garden City' enhancing public appreciation for greenery. However, concerns about pests and diseases associated with urban vegetation were noted, particularly regarding dengue-carrying mosquitoes. Among the five vegetation types, secondary forests were perceived to provide the most cultural services but were also associated with disservices like crime and pests. Trees were linked to regulating services and were the most preferred vegetation type, while shrubs were the least preferred. The findings suggest that urban planners should consider public perceptions when designing urban landscapes to balance ecosystem services and disservices. Effective communication about the benefits of different vegetation types can help mitigate concerns about disservices. The study emphasizes the need for urban planners to understand the trade-offs between different vegetation types to create multifunctional landscapes that optimize ecosystem service provision. This understanding can lead to better-informed decisions in urban planning and management."
